Month,Cbs district,City symbol,Name,City or Regional council,Total jobseekers,Men,Weman,Academic,Non academic,Hh,Unemployed job seekers,Placement from reference,Estimated unemployed rate in city
2013-01,המרכז,2720,טירה,יישוב,354,172,182,12,342,195,353,17,3.24%
2013-01,המרכז,2660,יבנה,יישוב,889,426,463,91,798,393,881,16,4.04%
2013-01,המרכז,9400,יהוד,יישוב,539,224,315,88,451,73,530,29,3.41%
2013-01,המרכז,1224,כוכב יאיר,יישוב,112,49,63,52,60,2,112,0,2.01%
2013-01,המרכז,633,כפר ברא,יישוב,30,17,13,1,29,15,30,1,2.35%
2013-01,המרכז,168,כפר יונה,יישוב,328,146,182,62,266,65,325,6,3.10%
2013-01,המרכז,6900,כפר סבא,יישוב,1332,589,743,417,915,207,1321,37,2.57%
2013-01,המרכז,634,כפר קאסם,יישוב,240,111,129,0,240,145,240,1,2.82%
2013-01,המרכז,7000,לוד,יישוב,2198,988,1210,163,2035,1239,2186,39,6.24%
2013-01,המרכז,1200,מודיעין-מכבים-רעות*,יישוב,909,388,521,339,570,59,902,77,2.17%
2013-01,המרכז,28,מזכרת בתיה,יישוב,158,68,90,25,133,36,156,0,2.35%
2013-01,המרכז,7200,נס ציונה,יישוב,694,321,373,146,548,211,686,2,3.03%
2013-01,המרכז,7400,נתניה,יישוב,4566,2153,2413,662,3904,1692,4531,119,4.40%
2013-01,המרכז,587,סביון*,יישוב,11,5,6,7,4,0,11,0,0.59%
2013-01,המרכז,171,פרדסייה,יישוב,81,33,48,17,64,8,81,3,2.29%
2013-01,המרכז,7900,פתח תקווה,יישוב,4111,1874,2237,823,3288,1113,4079,46,3.37%
2013-01,המרכז,195,קדימה-צורן,יישוב,285,122,163,83,202,34,285,0,2.85%
2013-01,המרכז,638,קלנסווה,יישוב,927,366,561,4,923,798,923,4,10.99%
2013-01,המרכז,469,קריית עקרון,יישוב,304,137,167,21,283,139,301,3,5.15%
2013-01,המרכז,2640,ראש העין,יישוב,750,394,356,97,653,151,744,31,3.32%
2013-01,המרכז,8300,ראשון לציון,יישוב,4562,2035,2527,987,3575,1531,4536,37,3.34%
2013-01,המרכז,8400,רחובות,יישוב,2640,1148,1492,561,2079,1076,2594,14,3.96%
2013-01,המרכז,8500,רמלה,יישוב,1779,840,939,115,1664,831,1745,56,4.84%
2013-01,המרכז,8700,רעננה,יישוב,807,389,418,302,505,85,807,13,2.19%
2013-01,המרכז,1304,שוהם,יישוב,190,87,103,82,108,7,190,4,1.80%
2013-01,המרכז,154,תל מונד,יישוב,139,69,70,42,97,25,139,0,2.36%
2013-01,הצפון,473,אבו סנאן,יישוב,759,307,452,4,755,651,755,4,13.40%
2013-01,הצפון,478,אכסאל,יישוב,538,235,303,14,524,461,538,8,9.96%
2013-01,הצפון,529,אעבלין,יישוב,638,253,385,9,629,530,638,5,11.66%
2013-01,הצפון,482,בועיינה-נוג'ידאת,יישוב,403,172,231,4,399,345,399,5,10.77%
2013-01,הצפון,4001,בוקעאתא,יישוב,405,153,252,7,398,354,398,1,15.04%
2013-01,הצפון,998,ביר אל-מכסור,יישוב,421,150,271,1,420,352,421,8,11.91%
2013-01,הצפון,480,בית ג'ן,יישוב,367,120,247,9,358,259,366,1,7.22%
2013-01,הצפון,9200,בית שאן,יישוב,880,392,488,20,860,474,878,73,8.80%
2013-01,הצפון,944,בסמת טבעון,יישוב,217,101,116,3,214,167,216,4,7.08%
2013-01,הצפון,483,בענה,יישוב,426,172,254,1,425,360,426,9,13.10%
2013-01,הצפון,1292,ג'דיידה-מכר,יישוב,1557,655,902,6,1551,1375,1556,7,17.56%
2013-01,הצפון,485,ג'ולס,יישוב,261,73,188,2,259,173,261,3,9.31%
2013-01,הצפון,487,ג'ש (גוש חלב),יישוב,64,29,35,5,59,31,63,1,3.97%
2013-01,הצפון,489,דבורייה,יישוב,412,178,234,17,395,306,412,2,10.00%
2013-01,הצפון,490,דייר אל-אסד,יישוב,441,185,256,9,432,350,441,8,8.90%
2013-01,הצפון,492,דייר חנא,יישוב,680,303,377,11,669,519,680,15,14.50%
2013-01,הצפון,975,זרזיר,יישוב,350,164,186,1,349,241,345,13,11.82%
2013-01,הצפון,496,חורפיש,יישוב,135,56,79,4,131,73,134,2,5.19%
2013-01,הצפון,2034,חצור הגלילית,יישוב,273,117,156,19,254,140,268,5,5.75%
2013-01,הצפון,6700,טבריה,יישוב,1990,890,1100,106,1884,1179,1846,65,8.44%
2013-01,הצפון,962,טובא-זנגרייה,יישוב,374,171,203,4,370,267,371,0,12.55%
2013-01,הצפון,498,טורעאן,יישוב,581,240,341,8,573,501,578,21,10.56%
2013-01,הצפון,8900,טמרה,יישוב,2030,816,1214,13,2017,1779,2024,17,14.91%
2013-01,הצפון,1295,יאנוח-ג'ת,יישוב,160,60,100,4,156,111,160,1,6.09%
2013-01,הצפון,46,יבנאל,יישוב,154,107,47,8,146,118,141,1,9.04%
2013-01,הצפון,499,יפיע,יישוב,678,302,376,12,666,527,676,12,8.95%
2013-01,הצפון,240,יקנעם עילית,יישוב,523,229,294,85,438,169,521,41,4.58%
2013-01,הצפון,502,ירכא,יישוב,553,220,333,1,552,437,553,1,10.11%
2013-01,הצפון,504,כאבול,יישוב,705,278,427,6,699,615,702,13,14.61%
2013-01,הצפון,505,כאוכב אבו אל-היג'א,יישוב,227,110,117,3,224,189,227,5,13.72%
2013-01,הצפון,1296,כסרא-סמיע,יישוב,200,85,115,6,194,150,199,7,6.16%
2013-01,הצפון,978,כעביה-טבאש-חג'אג'רה,יישוב,213,83,130,1,212,151,212,1,9.81%
2013-01,הצפון,1263,כפר ורדים,יישוב,66,30,36,22,44,11,66,3,2.12%
2013-01,הצפון,507,כפר יאסיף,יישוב,567,241,326,5,562,446,567,2,11.24%
2013-01,הצפון,508,כפר כמא,יישוב,70,32,38,2,68,35,69,0,4.37%
2013-01,הצפון,509,כפר כנא,יישוב,1230,481,749,29,1201,1094,1224,29,14.25%
2013-01,הצפון,510,כפר מנדא,יישוב,971,446,525,10,961,740,965,15,13.67%
2013-01,הצפון,47,כפר תבור,יישוב,40,17,23,9,31,6,40,0,1.95%
2013-01,הצפון,1139,כרמיאל,יישוב,1826,735,1091,346,1480,914,1770,42,6.82%
2013-01,הצפון,481,מגאר,יישוב,1535,636,899,19,1516,1354,1531,15,17.58%
2013-01,הצפון,516,מג'ד אל-כרום,יישוב,589,257,332,7,582,462,589,13,9.39%
2013-01,הצפון,874,מגדל העמק,יישוב,1067,454,613,82,985,493,1032,86,7.69%
2013-01,הצפון,4201,מג'דל שמס,יישוב,475,177,298,11,464,409,469,6,10.03%
2013-01,הצפון,517,מזרעה,יישוב,180,65,115,3,177,138,179,3,9.27%
2013-01,הצפון,4203,מסעדה,יישוב,202,78,124,8,194,156,201,0,12.23%
2013-01,הצפון,518,מעיליא,יישוב,45,24,21,5,40,16,45,2,2.91%
2013-01,הצפון,1063,מעלות-תרשיחא,יישוב,896,438,458,112,784,542,893,36,7.49%
2013-01,הצפון,520,משהד,יישוב,317,114,203,10,307,259,317,11,10.17%
2013-01,הצפון,9100,נהרייה,יישוב,2107,962,1145,241,1866,1255,2096,58,6.84%
2013-01,הצפון,522,נחף,יישוב,440,194,246,8,432,352,440,9,9.28%
2013-01,הצפון,7300,נצרת,יישוב,3204,1412,1792,108,3096,2470,3200,48,9.56%
2013-01,הצפון,1061,נצרת עילית,יישוב,2057,912,1145,261,1796,1174,1974,105,8.23%
2013-01,הצפון,525,סאג'ור,יישוב,113,40,73,0,113,77,112,2,6.64%
2013-01,הצפון,7500,סח'נין,יישוב,2095,914,1181,39,2056,1780,2094,28,15.56%
2013-01,הצפון,4501,ע'ג'ר,יישוב,85,41,44,4,81,56,85,0,8.67%
2013-01,הצפון,530,עיילבון,יישוב,204,84,120,6,198,149,204,1,7.65%
2013-01,הצפון,511,עילוט,יישוב,321,135,186,3,318,257,320,1,11.78%
2013-01,הצפון,532,עין מאהל,יישוב,636,286,350,11,625,546,626,6,12.80%
2013-01,הצפון,7600,עכו,יישוב,3340,1554,1786,150,3190,2586,3323,61,12.54%
2013-01,הצפון,7700,עפולה,יישוב,1718,712,1006,196,1522,856,1687,107,6.94%
2013-01,הצפון,531,עראבה,יישוב,1516,628,888,43,1473,1324,1510,26,15.51%
2013-01,הצפון,535,פסוטה,יישוב,120,52,68,5,115,83,120,3,7.27%
2013-01,הצפון,536,פקיעין (בוקייעה),יישוב,140,76,64,8,132,88,139,4,5.22%
2013-01,הצפון,8000,צפת,יישוב,1351,720,631,98,1253,1045,1338,8,10.15%
2013-01,הצפון,4100,קצרין,יישוב,202,90,112,39,163,81,200,6,5.09%
2013-01,הצפון,2800,קריית שמונה,יישוב,725,353,372,62,663,304,700,27,5.43%
2013-01,הצפון,543,ראמה,יישוב,310,121,189,9,301,241,310,2,8.21%
2013-01,הצפון,26,ראש פינה,יישוב,51,16,35,5,46,19,50,0,3.20%
2013-01,הצפון,542,ריינה,יישוב,691,291,400,9,682,571,686,17,10.48%
2013-01,הצפון,122,רמת ישי,יישוב,102,37,65,37,65,17,102,2,2.48%
2013-01,הצפון,913,שבלי - אום אל-גנם,יישוב,232,114,118,5,227,155,230,3,9.22%
2013-01,הצפון,812,שלומי,יישוב,261,112,149,22,239,151,259,8,7.18%
2013-01,הצפון,538,שעב,יישוב,522,220,302,7,515,458,522,8,17.80%
2013-01,הצפון,8800,שפרעם,יישוב,2016,765,1251,23,1993,1700,2012,32,11.81%
2013-01,חיפה,2710,אום אל-פחם,יישוב,3905,1613,2292,21,3884,3342,3899,13,19.28%
2013-01,חיפה,1020,אור עקיבא,יישוב,628,284,344,41,587,233,616,41,6.25%
2013-01,חיפה,6000,באקה אל-גרביה,יישוב,716,341,375,16,700,475,715,19,6.45%
2013-01,חיפה,9800,בנימינה-גבעת עדה*,יישוב,205,82,123,58,147,64,204,5,3.00%
2013-01,חיפה,1326,"בסמ""ה",יישוב,445,192,253,2,443,356,445,13,11.69%
2013-01,חיפה,541,ג'סר א-זרקא,יישוב,427,248,179,0,427,303,425,5,7.44%
2013-01,חיפה,628,ג'ת,יישוב,234,107,127,11,223,141,234,12,4.76%
2013-01,חיפה,494,דאלית אל-כרמל,יישוב,553,236,317,9,544,303,549,15,7.20%
2013-01,חיפה,9300,זכרון יעקב,יישוב,258,103,155,85,173,51,255,4,2.45%
2013-01,חיפה,6500,חדרה,יישוב,2493,1011,1482,323,2170,1022,2463,53,5.09%
2013-01,חיפה,4000,חיפה,יישוב,6957,3340,3617,1207,5750,4002,6933,287,4.88%
2013-01,חיפה,1247,חריש,יישוב,24,15,9,6,18,5,24,0,1.57%
2013-01,חיפה,2100,טירת כרמל,יישוב,799,372,427,28,771,465,796,28,7.63%
2013-01,חיפה,654,כפר קרע,יישוב,391,177,214,4,387,239,390,10,4.86%
2013-01,חיפה,1327,מעלה עירון,יישוב,982,393,589,2,980,811,982,3,17.34%
2013-01,חיפה,2500,נשר,יישוב,503,232,271,90,413,218,502,12,3.92%
2013-01,חיפה,534,עספיא,יישוב,307,121,186,3,304,192,306,16,5.75%
2013-01,חיפה,637,ערערה,יישוב,611,243,368,5,606,420,611,17,7.87%
2013-01,חיפה,537,פוריידיס,יישוב,405,205,200,4,401,276,403,7,7.57%
2013-01,חיפה,7800,פרדס חנה-כרכור,יישוב,863,380,483,146,717,296,859,40,4.43%
2013-01,חיפה,6800,קריית אתא,יישוב,1750,786,964,173,1577,1025,1741,73,5.94%
2013-01,חיפה,9500,קריית ביאליק,יישוב,1181,483,698,126,1055,629,1176,48,5.44%
2013-01,חיפה,2300,קריית טבעון,יישוב,199,103,96,67,132,49,197,3,2.35%
2013-01,חיפה,9600,קריית ים,יישוב,1625,766,859,174,1451,1006,1621,88,7.53%
2013-01,חיפה,8200,קריית מוצקין,יישוב,1108,481,627,168,940,561,1103,46,4.86%
2013-01,חיפה,922,רכסים,יישוב,153,79,74,12,141,88,152,3,4.66%
2013-01,ירושלים,472,אבו גוש,יישוב,256,123,133,5,251,196,256,2,8.87%
2013-01,ירושלים,2610,בית שמש,יישוב,1191,529,662,90,1101,574,1185,61,3.99%
2013-01,ירושלים,3000,ירושלים,יישוב,10759,4858,5901,1264,9495,6718,10698,293,3.70%
2013-01,ירושלים,1015,מבשרת ציון,יישוב,379,177,202,64,315,177,378,7,2.89%
2013-01,ירושלים,1137,קריית יערים,יישוב,36,14,22,4,32,16,36,0,2.95%
2013-01,תל אביב,2400,אור יהודה,יישוב,872,411,461,39,833,288,859,25,4.58%
2013-01,תל אביב,565,אזור,יישוב,208,104,104,29,179,36,207,1,3.32%
2013-01,תל אביב,6100,בני ברק,יישוב,2309,1149,1160,107,2202,1337,2291,7,4.27%
2013-01,תל אביב,6200,בת ים,יישוב,3353,1632,1721,458,2895,1332,3283,37,4.59%
2013-01,תל אביב,6300,גבעתיים,יישוב,747,338,409,321,426,94,742,2,2.50%
2013-01,תל אביב,6400,הרצלייה,יישוב,1021,461,560,299,722,54,1004,123,2.12%
2013-01,תל אביב,6600,חולון,יישוב,3342,1562,1780,510,2832,916,3296,29,3.35%
2013-01,תל אביב,2620,קריית אונו,יישוב,386,169,217,124,262,48,383,41,2.10%
2013-01,תל אביב,8600,רמת גן,יישוב,2147,1025,1122,669,1478,461,2123,12,2.76%
2013-01,תל אביב,2650,רמת השרון,יישוב,400,168,232,157,243,8,397,44,1.79%
2013-01,תל אביב,5000,תל אביב -יפו,יישוב,8086,3973,4113,2510,5576,2606,7999,36,3.22%
2013-02,אזור יהודה והשומרון,3760,אורנית,יישוב,111,51,60,40,71,4,111,0,2.48%
2013-02,אזור יהודה והשומרון,3750,אלפי מנשה,יישוב,112,49,63,39,73,0,111,1,2.61%
2013-02,אזור יהודה והשומרון,3560,אלקנה,יישוב,29,13,16,16,13,1,29,1,1.58%
2013-02,אזור יהודה והשומרון,3650,אפרת,יישוב,49,23,26,22,27,7,49,1,1.24%
2013-02,אזור יהודה והשומרון,3570,אריאל,יישוב,382,179,203,71,311,105,381,12,3.66%
2013-02,אזור יהודה והשומרון,3574,בית אל,יישוב,47,23,24,18,29,20,46,0,1.93%
2013-02,אזור יהודה והשומרון,3652,בית אריה,יישוב,52,24,28,6,46,2,52,0,2.13%
2013-02,אזור יהודה והשומרון,3780,ביתר עילית,יישוב,417,207,210,14,403,199,412,1,3.68%
2013-02,אזור יהודה והשומרון,3730,גבעת זאב,יישוב,157,72,85,25,132,40,156,0,2.16%
2013-02,אזור יהודה והשומרון,3769,הר אדר,יישוב,23,10,13,12,11,2,23,0,1.16%
2013-02,אזור יהודה והשומרון,3797,מודיעין עילית,יישוב,327,130,197,18,309,107,320,2,2.46%
2013-02,אזור יהודה והשומרון,3616,מעלה אדומים,יישוב,589,232,357,101,488,182,585,3,2.92%
2013-02,אזור יהודה והשומרון,3660,עמנואל,יישוב,75,30,45,5,70,50,75,2,6.82%
2013-02,אזור יהודה והשומרון,3557,קדומים,יישוב,39,18,21,10,29,9,39,1,2.17%
2013-02,אזור יהודה והשומרון,3611,קריית ארבע,יישוב,103,48,55,23,80,59,103,0,3.32%
2013-02,אזור יהודה והשומרון,3640,קרני שומרון,יישוב,93,44,49,26,67,14,93,1,2.63%
2013-02,הדרום,31,אופקים,יישוב,1334,612,722,101,1233,967,1327,18,10.53%
2013-02,הדרום,2600,אילת,יישוב,1668,737,931,77,1591,627,1655,46,4.99%
2013-02,הדרום,70,אשדוד,יישוב,6879,2834,4045,752,6127,3796,6836,167,6.35%
2013-02,הדרום,7100,אשקלון,יישוב,4369,1766,2603,691,3678,2628,4271,97,6.36%
2013-02,הדרום,9000,באר שבע,יישוב,7317,3296,4021,977,6340,4550,7256,233,7.04%
2013-02,הדרום,2200,דימונה,יישוב,2199,932,1267,140,2059,1521,2176,60,11.83%
2013-02,הדרום,1303,חורה,יישוב,775,329,446,1,774,718,774,0,20.05%
2013-02,הדרום,831,ירוחם,יישוב,432,213,219,22,410,274,427,22,9.54%
2013-02,הדרום,1059,כסיפה,יישוב,1000,438,562,1,999,897,996,10,22.34%
2013-02,הדרום,1271,להבים,יישוב,45,17,28,22,23,4,45,0,1.32%
2013-02,הדרום,1060,לקיה,יישוב,999,445,554,2,997,927,999,4,24.66%
2013-02,הדרום,1268,מיתר,יישוב,49,23,26,18,31,6,49,2,1.18%
2013-02,הדרום,99,מצפה רמון,יישוב,232,87,145,11,221,144,225,8,9.24%
2013-02,הדרום,246,נתיבות,יישוב,1015,462,553,58,957,542,1008,32,7.55%
2013-02,הדרום,666,עומר,יישוב,53,26,27,22,31,4,53,2,1.31%
2013-02,הדרום,2560,ערד,יישוב,800,365,435,137,663,446,781,55,6.26%
2013-02,הדרום,1192,ערערה-בנגב,יישוב,984,404,580,3,981,905,983,0,24.70%
2013-02,הדרום,2630,קריית גת,יישוב,2417,986,1431,180,2237,1504,2410,57,8.61%
2013-02,הדרום,1034,קריית מלאכי,יישוב,1262,575,687,35,1227,805,1248,89,10.63%
2013-02,הדרום,1161,רהט,יישוב,3165,1349,1816,9,3156,2817,3164,18,17.61%
2013-02,הדרום,1286,שגב-שלום,יישוב,516,202,314,0,516,462,515,5,20.56%
2013-02,הדרום,1031,שדרות,יישוב,1117,492,625,53,1064,706,1110,20,8.88%
2013-02,הדרום,1054,תל שבע,יישוב,1177,552,625,1,1176,1097,1175,6,25.20%
2013-02,המרכז,182,אבן יהודה,יישוב,167,78,89,62,105,20,166,2,2.51%
2013-02,המרכז,41,אליכין,יישוב,52,29,23,4,48,20,52,0,2.87%
2013-02,המרכז,1309,אלעד,יישוב,418,189,229,22,396,117,417,0,3.51%
2013-02,המרכז,2530,באר יעקב,יישוב,243,112,131,42,201,59,241,2,2.79%
2013-02,המרכז,466,בית דגן,יישוב,124,59,65,21,103,43,124,1,3.52%
2013-02,המרכז,1066,"בני עי""ש",יישוב,191,92,99,25,166,72,190,2,4.81%
2013-02,המרכז,681,גבעת שמואל,יישוב,332,175,157,138,194,67,331,0,2.84%
2013-02,המרכז,2550,גדרה,יישוב,349,147,202,59,290,102,345,0,3.04%
2013-02,המרכז,627,ג'לג'וליה,יישוב,87,42,45,1,86,47,86,0,2.53%
2013-02,המרכז,166,גן יבנה,יישוב,378,151,227,39,339,102,377,8,3.43%
2013-02,המרכז,229,גני תקווה,יישוב,197,86,111,63,134,27,196,0,2.43%
2013-02,המרכז,9700,הוד השרון,יישוב,648,319,329,215,433,59,643,5,2.30%
2013-02,המרכז,1290,זמר,יישוב,171,58,113,7,164,122,171,0,6.07%
2013-02,המרכז,2730,טייבה,יישוב,2212,942,1270,14,2198,1885,2208,28,12.93%
2013-02,המרכז,2720,טירה,יישוב,352,167,185,12,340,186,351,12,3.22%
2013-02,המרכז,2660,יבנה,יישוב,902,430,472,92,810,386,896,23,4.11%
2013-02,המרכז,9400,יהוד,יישוב,583,250,333,84,499,78,570,13,3.66%
2013-02,המרכז,1224,כוכב יאיר,יישוב,113,48,65,56,57,1,113,0,2.03%
2013-02,המרכז,633,כפר ברא,יישוב,33,20,13,2,31,13,33,0,2.58%
2013-02,המרכז,168,כפר יונה,יישוב,299,133,166,64,235,64,296,6,2.83%
2013-02,המרכז,6900,כפר סבא,יישוב,1254,534,720,394,860,190,1247,20,2.43%
2013-02,המרכז,634,כפר קאסם,יישוב,248,122,126,3,245,152,246,2,2.89%
2013-02,המרכז,7000,לוד,יישוב,2215,989,1226,152,2063,1232,2194,21,6.26%
2013-02,המרכז,1200,מודיעין-מכבים-רעות*,יישוב,940,393,547,327,613,55,932,5,2.24%
2013-02,המרכז,28,מזכרת בתיה,יישוב,155,70,85,27,128,36,154,0,2.32%
2013-02,המרכז,7200,נס ציונה,יישוב,698,323,375,159,539,214,693,1,3.06%
2013-02,המרכז,7400,נתניה,יישוב,4282,2033,2249,627,3655,1573,4256,94,4.14%
2013-02,המרכז,587,סביון*,יישוב,11,6,5,6,5,0,11,0,0.59%
2013-02,המרכז,171,פרדסייה,יישוב,65,30,35,14,51,6,65,0,1.85%
2013-02,המרכז,7900,פתח תקווה,יישוב,4121,1882,2239,836,3285,1116,4092,18,3.38%
2013-02,המרכז,195,קדימה-צורן,יישוב,269,118,151,77,192,36,266,3,2.67%
2013-02,המרכז,638,קלנסווה,יישוב,930,368,562,4,926,798,927,7,11.03%
2013-02,המרכז,469,קריית עקרון,יישוב,305,148,157,17,288,143,303,1,5.18%
2013-02,המרכז,2640,ראש העין,יישוב,711,367,344,99,612,156,706,22,3.16%
2013-02,המרכז,8300,ראשון לציון,יישוב,4680,2101,2579,976,3704,1546,4657,23,3.43%
2013-02,המרכז,8400,רחובות,יישוב,2562,1146,1416,551,2011,1046,2515,9,3.84%
2013-02,המרכז,8500,רמלה,יישוב,1832,870,962,124,1708,839,1790,24,4.96%
2013-02,המרכז,8700,רעננה,יישוב,763,376,387,289,474,78,762,9,2.07%
2013-02,המרכז,1304,שוהם,יישוב,198,92,106,78,120,9,198,1,1.87%
2013-02,המרכז,154,תל מונד,יישוב,126,61,65,36,90,24,126,1,2.14%
2013-02,הצפון,473,אבו סנאן,יישוב,766,300,466,5,761,652,760,2,13.48%
2013-02,הצפון,478,אכסאל,יישוב,533,228,305,18,515,450,533,3,9.88%
2013-02,הצפון,529,אעבלין,יישוב,635,262,373,11,624,525,635,3,11.61%
2013-02,הצפון,482,בועיינה-נוג'ידאת,יישוב,408,174,234,4,404,350,404,2,10.89%
2013-02,הצפון,4001,בוקעאתא,יישוב,416,159,257,6,410,362,409,1,15.39%
2013-02,הצפון,998,ביר אל-מכסור,יישוב,411,146,265,1,410,346,411,6,11.66%
2013-02,הצפון,480,בית ג'ן,יישוב,350,115,235,8,342,250,350,1,6.93%
2013-02,הצפון,9200,בית שאן,יישוב,815,360,455,20,795,466,814,44,8.21%
2013-02,הצפון,944,בסמת טבעון,יישוב,216,102,114,3,213,162,216,2,7.08%
2013-02,הצפון,483,בענה,יישוב,407,164,243,1,406,342,407,5,12.59%
2013-02,הצפון,1292,ג'דיידה-מכר,יישוב,1523,628,895,5,1518,1349,1517,0,17.19%
2013-02,הצפון,485,ג'ולס,יישוב,250,65,185,1,249,165,249,0,8.92%
2013-02,הצפון,487,ג'ש (גוש חלב),יישוב,58,28,30,4,54,30,57,1,3.61%
2013-02,הצפון,489,דבורייה,יישוב,406,182,224,16,390,311,406,1,9.87%
2013-02,הצפון,490,דייר אל-אסד,יישוב,399,171,228,5,394,311,399,4,8.12%
2013-02,הצפון,492,דייר חנא,יישוב,667,295,372,11,656,515,667,4,14.26%
2013-02,הצפון,975,זרזיר,יישוב,341,158,183,1,340,243,334,1,11.48%
2013-02,הצפון,496,חורפיש,יישוב,130,52,78,4,126,72,129,3,5.00%
2013-02,הצפון,2034,חצור הגלילית,יישוב,267,113,154,15,252,138,260,14,5.59%
2013-02,הצפון,6700,טבריה,יישוב,1857,839,1018,93,1764,1143,1716,35,7.89%
2013-02,הצפון,962,טובא-זנגרייה,יישוב,366,161,205,4,362,264,361,1,12.25%
2013-02,הצפון,498,טורעאן,יישוב,548,217,331,5,543,473,542,16,9.97%
2013-02,הצפון,8900,טמרה,יישוב,1996,794,1202,17,1979,1748,1987,8,14.68%
2013-02,הצפון,1295,יאנוח-ג'ת,יישוב,154,49,105,3,151,108,152,4,5.81%
2013-02,הצפון,46,יבנאל,יישוב,159,108,51,8,151,120,148,1,9.45%
2013-02,הצפון,499,יפיע,יישוב,643,293,350,12,631,498,641,4,8.53%
2013-02,הצפון,240,יקנעם עילית,יישוב,503,211,292,78,425,175,501,22,4.41%
2013-02,הצפון,502,ירכא,יישוב,547,221,326,1,546,437,546,0,9.99%
2013-02,הצפון,504,כאבול,יישוב,673,257,416,3,670,592,669,1,14.02%
2013-02,הצפון,505,כאוכב אבו אל-היג'א,יישוב,223,102,121,3,220,189,223,0,13.52%
2013-02,הצפון,1296,כסרא-סמיע,יישוב,215,85,130,5,210,162,215,2,6.62%
2013-02,הצפון,978,כעביה-טבאש-חג'אג'רה,יישוב,214,83,131,1,213,150,213,2,9.85%
2013-02,הצפון,1263,כפר ורדים,יישוב,63,28,35,23,40,9,62,3,2.00%
2013-02,הצפון,507,כפר יאסיף,יישוב,550,230,320,5,545,443,550,1,10.94%
2013-02,הצפון,508,כפר כמא,יישוב,70,29,41,1,69,32,69,1,4.37%
2013-02,הצפון,509,כפר כנא,יישוב,1188,458,730,26,1162,1046,1182,26,13.83%
2013-02,הצפון,510,כפר מנדא,יישוב,957,431,526,11,946,712,950,3,13.49%
2013-02,הצפון,47,כפר תבור,יישוב,41,18,23,10,31,7,41,0,2.00%
2013-02,הצפון,1139,כרמיאל,יישוב,1688,669,1019,337,1351,877,1650,14,6.38%
2013-02,הצפון,481,מגאר,יישוב,1489,598,891,20,1469,1309,1483,4,17.12%
2013-02,הצפון,516,מג'ד אל-כרום,יישוב,569,254,315,2,567,436,569,9,9.10%
2013-02,הצפון,874,מגדל העמק,יישוב,988,413,575,78,910,474,964,54,7.22%
2013-02,הצפון,4201,מג'דל שמס,יישוב,472,175,297,12,460,404,469,8,10.03%
2013-02,הצפון,517,מזרעה,יישוב,180,66,114,3,177,137,179,0,9.27%
2013-02,הצפון,4203,מסעדה,יישוב,206,77,129,8,198,161,205,2,12.45%
2013-02,הצפון,518,מעיליא,יישוב,41,21,20,2,39,16,40,0,2.60%
2013-02,הצפון,1063,מעלות-תרשיחא,יישוב,868,423,445,108,760,528,857,22,7.21%
2013-02,הצפון,520,משהד,יישוב,305,113,192,11,294,255,304,10,9.79%
2013-02,הצפון,9100,נהרייה,יישוב,1988,900,1088,226,1762,1234,1977,21,6.48%
2013-02,הצפון,522,נחף,יישוב,407,177,230,8,399,334,407,1,8.64%
2013-02,הצפון,7300,נצרת,יישוב,3167,1391,1776,104,3063,2485,3161,21,9.45%
2013-02,הצפון,1061,נצרת עילית,יישוב,1913,836,1077,254,1659,1078,1831,92,7.68%
2013-02,הצפון,525,סאג'ור,יישוב,104,38,66,0,104,71,104,0,6.19%
2013-02,הצפון,7500,סח'נין,יישוב,2102,929,1173,32,2070,1781,2100,3,15.60%
2013-02,הצפון,4501,ע'ג'ר,יישוב,77,35,42,4,73,58,76,0,7.83%
2013-02,הצפון,530,עיילבון,יישוב,200,78,122,7,193,147,200,0,7.51%
2013-02,הצפון,511,עילוט,יישוב,312,132,180,3,309,252,312,1,11.52%
2013-02,הצפון,532,עין מאהל,יישוב,609,275,334,10,599,512,601,9,12.35%
2013-02,הצפון,7600,עכו,יישוב,3229,1495,1734,138,3091,2520,3202,33,12.14%
2013-02,הצפון,7700,עפולה,יישוב,1601,665,936,183,1418,821,1569,52,6.49%
2013-02,הצפון,531,עראבה,יישוב,1460,612,848,30,1430,1293,1457,4,15.05%
2013-02,הצפון,535,פסוטה,יישוב,116,51,65,3,113,80,116,3,7.05%
2013-02,הצפון,536,פקיעין (בוקייעה),יישוב,141,75,66,5,136,86,140,1,5.25%
2013-02,הצפון,8000,צפת,יישוב,1336,712,624,90,1246,1058,1319,3,10.02%
2013-02,הצפון,4100,קצרין,יישוב,177,76,101,37,140,74,174,0,4.46%
2013-02,הצפון,2800,קריית שמונה,יישוב,680,330,350,56,624,286,662,12,5.15%
2013-02,הצפון,543,ראמה,יישוב,317,123,194,8,309,246,316,0,8.36%
2013-02,הצפון,26,ראש פינה,יישוב,46,13,33,5,41,16,45,1,2.89%
2013-02,הצפון,542,ריינה,יישוב,665,273,392,8,657,545,661,12,10.13%
2013-02,הצפון,122,רמת ישי,יישוב,97,36,61,28,69,16,97,1,2.37%
2013-02,הצפון,913,שבלי - אום אל-גנם,יישוב,216,97,119,3,213,148,215,0,8.67%
2013-02,הצפון,812,שלומי,יישוב,238,102,136,18,220,153,237,3,6.61%
2013-02,הצפון,538,שעב,יישוב,516,212,304,6,510,457,516,2,17.63%
